gridkey_on,gridkey_off,count
112100331330,112100333303,1
112100323002,112102100110,1
112100323103,112100323131,241
112102131030,112102130311,1
112100323112,112100323111,9
112100323310,112100323300,1
112100320212,112100320300,1
112100213313,112100321230,1
112100321301,112100323100,1
112100322121,112100323031,2
112100323100,112100323233,1
112100320132,112100323013,1
112102112132,112102112132,13
112100323121,112100321323,3
112100323121,112100323000,1
112100323031,112102101033,1
112101033022,112101032133,1
112100320310,112100323031,5
112100323121,112100331332,2
112100321312,112100323002,4
112100323012,112100322312,1
112100332033,112100332023,4
112102300220,112102211302,1
112100323121,112102111211,2
112100323133,112100323133,116
112102101013,112100323031,2
112100330323,112100330330,1
112100323212,112100323121,1
112102330132,112102330310,6
112100322322,112100322322,142
112100323001,112100323012,16
112100323101,112100323010,26
112100323301,112100323132,6
112100213313,112100302202,7
112101232011,112101230313,1
112100323331,112100332031,1
112100323120,112100321233,27
112102110131,112102110130,3
112100321313,112100323123,4
112100323211,112102102110,1
112100330321,112100323031,1
112100332000,112100323013,6
112100323203,112100322313,1
112100321232,112100323001,31
112102013110,112102012332,1
112102110121,112100323101,1
112100333311,112101222202,3
112101222102,112101222103,4
112100323301,112100323211,25
112100232322,112100232223,1
112100332023,112100323123,1
112100323031,112102012333,1
112100231133,112100323102,1
112100323310,112100323132,26
112103032023,112103032023,2
112100321231,112100321213,25
112100323302,112100323321,2
112102100112,112102100131,1
112100323132,112100323202,1
112102111002,112100323011,1
112103031230,112103031203,1
112100321233,112100323012,35
112100323130,112100332202,4
112100320311,112100323100,4
112100321201,112100321200,4
112100323003,112100332113,1
112102231032,112102211310,1
112102110122,112100323110,3
112100332313,112100332310,1
112102102213,112102101203,1
112102230330,112102211103,1
112102221301,112102221211,1
112102231212,112102231221,2
112100332012,112100332102,5
112100323301,112100323300,21
112100323103,112100321333,87
112100323031,112100322312,4
112100332212,112100321330,1
112100323202,112100323123,4
112100323112,112100323120,223
112100322130,112100322123,1
112100330330,112100332002,1
112100322303,112100323113,1
112100332011,112100330321,1
112101220000,112101220000,14
112100323313,112100323331,23
112100323033,112100323131,20
112102111220,112102111220,3
112100323123,112100323310,61
112100331321,112102111033,1
112100321133,112100323112,1
112100323302,112100323132,1
112102313100,112103220001,1
112100323102,112100332021,9
112100323011,112100332002,13
112102203331,112102202103,1
112100321222,112100323012,2
112100323312,112100323032,1
112101223223,112100333031,2
112100321022,112100321032,1
112100332021,112100323023,1
112100330233,112100323100,2
112100323033,112102101300,1
112100323120,112102110223,2
112100322330,112100322330,4
112102120120,112100323133,1
112100321232,112100321232,4485
112100312333,112100330101,1
112101232010,112101321112,1
112100323021,112100323002,336
112100323023,112100323021,1055
112102223311,112102232301,1
112100323032,112100323111,1
112101230022,112101212233,1
112102121032,112102121032,16
112102302223,112102302223,3
112102033133,112102122020,4
112100332003,112100323100,17
112100323112,112102101013,1
112100323031,112100321231,2
112100321331,112100323102,21
112100323123,112100323301,58
112100311031,112100132301,2
112102231210,112102231201,2
112100323233,112100323011,1
112100323120,112102100010,1
112102101110,112100323132,1
112100323103,112100330201,6
112100323011,112100323022,11
112100322331,112100323003,1
112100332200,112102111031,1
112102011331,112102013200,1
112100330221,112100330202,4
112102101013,112102102222,1
112100321220,112100321231,12
112100323032,112100323120,20
112100323031,112100323312,1
112100323302,112100323300,10
112100323033,112100330201,7
112100332032,112100323131,2
112100321232,112100323231,1
112102112003,112102110121,1
112100332112,112100332013,1
112100321233,112100330223,1
112100323110,112100333000,1
112100330302,112100323023,2
112100332020,112100323102,4
112100323031,112102102111,1
112100330223,112100330323,1
112100321022,112100323102,1
112102301203,112102301323,1
112101222200,112101222020,1
112100323123,112100323101,24
112100302220,112100302220,2
112100323220,112100323201,2
112100332220,112100323013,1
112100332322,112103032320,1
112100323112,112100321202,1
112100323102,112100330322,17
112100323302,112100323211,16
112100323013,112100231103,1
112100323313,112100323102,1
112102110121,112102110011,1
112100330303,112100330302,3
112100321330,112100323100,3
112100320332,112100322101,1
112100323012,112100321231,1
112100323023,112100332122,4
112100323331,112100323010,3
112100332011,112100323111,1
112100323031,112100322332,1
112100311031,112100311031,10
112100330023,112100321331,1
112100323120,112102011001,1
112100333210,112100333210,4
112100323003,112100323003,11471
112100323023,112100321322,1
112100302322,112100302201,1
112100323123,112100323331,3
112102110131,112100321322,1
112100323120,112100233330,1
112102111200,112102111200,2
112100321320,112100321233,127
112100323311,112100323132,31
112100231001,112100231010,1
112102110020,112102013110,1
112100330211,112100323013,2
112100323320,112100323210,1
112100332030,112100332012,46
112100321230,112100330120,2
112100323303,112100323211,7
112100332013,112100332100,126
112102333121,112102332130,1
112100323100,112100320321,1
112102120321,112102120302,2
112100323021,112102013203,1
112100323113,112100323032,2
112100213023,112100212301,1
112100121131,112100131023,1
112100323003,112100321221,7
112100322333,112100322331,7
112100322102,112100323002,4
112101222110,112101222200,1
112102100102,112100323002,1
112100322331,112100322322,1
112102120313,112102120331,1
112100132301,112100132301,33
112100321103,112100321102,2
112100332012,112100332101,1
112100321110,112100321313,2
112100323303,112100323300,6
112100323113,112100332011,1
112100323022,112100322311,10
112100322113,112100323002,18
112102103330,112102103331,1
112100330201,112100330300,1
112102110030,112100323013,1
112102110121,112100323102,2
112100323331,112100323211,10
112102100103,112100322331,1
112100323231,112100321232,2
112100333023,112100321230,1
112100321323,112100330023,1
112101222201,112101222120,1
112100323102,112100331200,1
112100321221,112100323003,8
112100323012,112102100210,1
112100323031,112100322300,1
112100323013,112100321323,31
112100323013,112100323000,12
112100330322,112100323023,3
112100322133,112100330321,1
112100323011,112100321332,15
112101203130,112101203130,7
112102303120,112102322110,1
112100323123,112100231120,1
112100323120,112100313222,1
112101212032,112101212031,1
112100323331,112100323132,1
112100332033,112100332213,1
112100323002,112100322010,1
112100323013,112102111211,1
112100332132,112100321332,1
112100323102,112102101020,2
112100332220,112100323121,4
112100323203,112100320133,1
112100323001,112100322113,4
112100320210,112100320123,1
112100321332,112100323311,2
112100303213,112100303233,1
112100332000,112100313013,1
112100321221,112100321221,4751
112100322313,112100332002,1
112100323311,112100323211,5
112100132301,112100311031,2
112100323013,112100323200,19
112100131201,112100130002,1
112102231201,112102231221,6
112100323331,112100332033,4
112100323123,112100323302,4
112100323013,112100322111,1
112102100131,112100321230,1
112100323231,112100323231,357
112100323122,112100332322,1
112100330112,112100323011,1
112100323002,112100323030,134
112100323201,112100322311,77
112100320133,112100323102,26
112100323102,112100320210,1
112100333023,112100332111,1
112100323130,112100323210,3
112100323200,112100323203,15
112100323023,112100321312,2
112100323133,112100323311,20
112100203331,112100320310,1
112102103002,112102102133,1
112100323111,112100321312,1
112100323120,112100323021,59
112102303123,112102303311,1
112100333031,112101222200,1
112100323102,112100332232,1
112102020001,112102020021,1
112100330233,112100323120,1
112100332032,112100323121,2
112100323020,112100323112,2
112101222121,112100333122,1
112101232101,112101232011,1
112100321222,112100321222,41
112100323201,112100323003,5
112100321330,112100323111,1
112100321230,112100321213,33
112103220333,112103220333,1
112102013311,112102013313,1
112100323233,112100323030,4
112100323123,112100323022,4
112103023300,112103023213,1
112100323011,112100323301,1
112102011223,112102011222,1
112100323113,112100323122,13
112102313103,112103222102,1
112100332333,112100323012,1
112100332002,112100321221,2
112101232010,112100321230,1
112100321221,112100320333,2
112100323100,112100321223,7
112100332100,112100323103,2
112103031201,112103031203,1
112100332113,112100332113,4
112100323011,112100323310,2
112100320311,112100320310,11
112100323123,112100332002,29
112100320302,112100321221,1
112100323012,112100330323,1
112100323031,112100332100,1
112100332320,112100323031,1
112103220223,112103220223,13
112102100103,112100323102,1
112100332003,112100323120,43
112100321221,112100322311,5
112100332002,112100323003,1
112100323210,112100323112,3
112100323331,112100323332,3
112101222231,112100333122,1
112100321231,112100323122,1
112100323022,112100323003,8
112100330322,112100330230,3
112102013320,112102013302,4
112101222101,112101222101,132
112100323011,112100323101,128
112100321221,112100321203,111
112100332003,112100323111,5
112100321113,112100321311,1
112102131000,112102101321,1
112102232201,112102223112,1
112100321320,112100323031,7
112100321322,112100321231,43
112100323210,112100322133,1
112102103033,112100323100,1
112100323032,112100323100,7
112100300123,112100300132,2
112102303103,112102312032,1
112100321230,112100321303,1
112100323102,112100323010,173
112100323203,112100323033,4
112100332201,112100321313,1
112100320312,112100302002,1
112100321120,112100320133,1
112100323020,112100322133,2
112100320311,112100321202,1
112102120031,112100323002,1
112100323131,112100332023,22
112100321320,112100321220,3
112102110121,112101222202,1
112100332001,112100332000,14
112100323012,112100332100,1
112100323022,112100321221,1
112100330233,112100323111,1
112102031333,112102120222,1
112100322311,112100323010,3
112102321212,112102321212,34
112100321313,112100330200,7
112100323021,112100321230,2
112102110102,112102110012,1
112100320123,112100323031,1
112100332030,112100332003,14
112100323131,112100332001,3
112101222103,112101222110,2
112100332212,112102111022,1
112100323111,112100321322,4
112100322312,112100322310,4
112102100212,112102100110,3
112102100110,112100323013,2
112100323003,112100322311,12
112100321333,112100332001,8
112101231120,112100323120,1
112100330221,112100321321,18
112100323312,112100323122,2
112100321133,112100321321,1
112102110123,112100332232,1
112100302301,112100302103,2
112100332202,112100332201,1
112102012321,112102013233,1
112103101022,112103100311,2
112100320330,112100320321,2
112102101203,112100323031,1
112100213313,112100213233,1
112100332003,112100321320,1
112102111032,112102111031,2
112100323102,112100323211,29
112101302032,112101232100,1
112100321230,112100321330,19
112100323002,112100322313,2
112102100031,112102100120,1
112100323120,112100321322,36
112100321310,112100321231,1
112100321312,112100321231,7
112100330023,112100323103,2
112100321201,112100321032,1
112100321331,112100330222,7
112100322311,112100323211,2
112100300320,112100300323,1
112102101110,112100323332,2
112100323011,112100323331,1
112100323012,112102110031,1
112100321230,112100330233,1
112100323001,112100321232,27
112100321323,112100323113,1
112100321230,112100332003,5
112100321203,112100323010,1
112102100110,112100323232,1
112100330220,112100323110,4
112100323102,112100323300,4
112100332203,112100321322,1
112100322331,112100322311,1
112100322302,112100321233,1
112100332233,112100332102,2
112100323110,112102110131,1
112100332032,112100323013,2
112100330200,112100330201,75
112100323211,112100323230,4
112100321330,112100321320,14
112100320133,112100302321,1
112102100212,112100323033,1
112100322311,112100323132,2
112100323102,112100332033,5
112100332022,112100332003,1
112100321222,112100323001,4
112100323002,112100323011,32
112100332002,112100323133,1
112100323121,112100323023,16
112100323120,112100321312,10
112100231001,112100320310,1
112100323112,112100332210,6
112102230300,112102231201,2
112100332302,112100323120,1
112101103332,112101103333,3
112100332232,112102110122,1
112100213231,112100323113,1
112100331200,112100321323,1
112103123200,112103123202,5
112100321233,112100321232,962
112100321212,112100323023,1
112100323113,112100332233,1
112100323123,112100321332,2
112100330023,112100330002,1
112101222221,112101222202,2
112100323102,112100323132,28
112100321232,112100321310,7
112100332200,112102110011,1
112100113333,112101003132,1
112102100212,112100323030,3
112100333122,112103000300,4
112100321222,112100321232,16
112100332200,112100323301,1
112100321230,112100323032,2
112100320133,112100321332,2
112100132301,112100133021,1
112100132301,112100132120,4
112100323033,112100323013,400
112100323030,112100321333,13
112100330212,112100330201,9
112100323033,112100322301,1
112102020021,112102020020,15
112100321111,112100321312,2
112100332010,112100330322,2
112100321232,112100323012,70
112100323021,112100321231,2
112100323013,112100322302,2
112102231032,112102231212,1
112100320133,112100321020,86
112100330220,112100330202,22
112100323120,112100323031,3289
112102110223,112102121121,1
112100323031,112100323002,136
112100321230,112100332011,1
112100323120,112100321220,3
112100323110,112100323120,256
112102111023,112102111022,7
112100331023,112100331201,1
112100213233,112100323030,1
112100321322,112100321230,194
112100330112,112100323103,1
112103020030,112103032100,1
112100323100,112100332212,1
112102100103,112102013031,1
112103031230,112103031230,1
112100332000,112100323131,2
112100332200,112100323310,1
112100321233,112100323001,29
112100323011,112100323102,945
112100323110,112100323111,238
112100321223,112100323032,1
112100332000,112100321333,56
112100323002,112100322110,5
112100331330,112101222202,3
112102110121,112100321332,1
112103020321,112103023122,1
112100321223,112100322310,1
112100321303,112100321320,1
112100322323,112102100111,1
112100323121,112100332203,1
112100323100,112100323113,26
112100321320,112100323021,1
112100132120,112100132122,2
112102110000,112102110000,8
112100323301,112100332021,2
112100330323,112100330332,1
112100321220,112100323002,1
112102122020,112102033130,1
112102110011,112100323132,1
112100321022,112100321200,10
112100320311,112100321320,1
112103100313,112103100311,4
112102211123,112102213212,1
112100330220,112100323112,2
112100332020,112100332002,21
112102103331,112102103330,1
112100323233,112102101030,1
112101212232,112101212233,8
112100323103,112100320300,1
112102100211,112102100211,16
112100323001,112100323001,528
112100330033,112100330120,2
112102111210,112100323010,1
112100321133,112100321113,1
112100332011,112100333000,1
112101232011,112100331330,1
112102111012,112100332322,1
112100323030,112100323131,19
112100332112,112100332112,1
112100320200,112100320200,1
112100323103,112100323013,895
112100323012,112100323002,265
112100330221,112100323130,4
112100330223,112100321230,1
112100332023,112100332032,9
112100321321,112100330221,24
112100332013,112100332030,1
112100321321,112100321133,1
112101023223,112101023221,5
112100323200,112100321223,1
112100321301,112100323120,1
112100323110,112100321320,5
112100323101,112100330322,4
112100321230,112100333021,1
112102110122,112100332201,1
112100321322,112100322312,1
112100321022,112100321020,1
112100323022,112100323201,33
112100321113,112100321313,2
112100323123,112100330222,1
112100320312,112100323013,1
112100323120,112101222020,1
112102120221,112102120222,1
112100321320,112100321312,3
112100323322,112100323322,19
112100323203,112100323030,2
112100321332,112100321221,2
112100321002,112100320300,1
112100322210,112100322201,1
112102111300,112102111211,1
112100332102,112100332103,1
112101222022,112101223113,1
112100231133,112100231130,1
112100323213,112100323233,4
112102110031,112100323103,1
112100330323,112100330110,1
112100203330,112100203331,1
112100323130,112100332322,1
112100320131,112100323013,1
112100323122,112100323210,7
112102100100,112100323013,2
112100323013,112100323023,269
112100223301,112100223301,3
112100323033,112100323121,195
112100321332,112100323003,8
112100330322,112100321323,4
112102123133,112102121300,1
112100323001,112100321222,5
112100211133,112100202232,1
112100332200,112100323331,2
112103101202,112103100310,1
112100321312,112100321230,10
112100321310,112100321230,5
112102100021,112100323013,1
112100323111,112100323031,8
112102111211,112102110103,1
112100320133,112100321200,9
112100320302,112100320302,5
112100323201,112100323201,566
112100323103,112100323121,1135
112100321331,112100321332,130
112100320123,112100321322,1
112100313213,112100313303,1
112100321123,112100323120,1
112100330211,112100330201,1
112100323233,112100323033,25
112100323010,112100323020,3
112102110100,112100332233,1
112100323002,112100321331,1
112100323210,112100323110,1
112102110121,112102110033,2
112100323103,112100321212,2
112100323003,112100323311,1
112100322313,112100323102,2
112100323120,112100333023,2
112101232100,112101222022,1
112100323203,112100323212,5
112100321213,112100321320,8
112100323000,112100321223,2
112102010331,112100323013,1
112102102133,112102102121,1
112100323023,112100321233,6
112102101133,112102101333,2
112100321233,112100321222,1
112100323112,112100323100,122
112100321320,112100321322,167
112100330233,112100330321,4
112100323233,112100323103,2
112102100132,112102101022,1
112102020021,112102021121,1
112103222032,112103222010,1
112100320311,112100323120,5
112102100203,112102100230,1
112100321310,112100332111,1
112100311012,112100132301,1
112100212011,112100212100,3
112102221300,112102221300,3
112102110120,112102110131,3
112100321221,112100213313,1
112100213313,112100320300,2
112100321232,112100323101,48
112100321020,112102021022,1
112100321220,112100321212,2
112102011321,112102011330,2
112100323013,112101222022,1
112101223002,112101223131,2
112100330220,112100332001,1
112100321231,112100323210,1
112100323031,112100323232,1
112100332003,112100321331,3
112102223033,112102223033,5
112100323030,112100321230,15
112100320211,112100321221,1
112100320321,112100323120,1
112100323100,112100332033,2
112100323222,112102101023,1
112100320132,112100321230,1
112100323110,112100323011,99
112102100130,112102100230,1
112100321220,112100323121,2
112100213313,112100323013,1
112100322302,112100322322,3
112100323123,112100323231,17
112100323231,112100323302,11
112100323012,112100323121,105
112100323100,112100323132,17
112100323003,112100323031,303
112100323013,112100332020,8
112100332132,112101222203,1
112100323012,112100321212,2
112100311301,112100133220,1
112100321322,112100321333,35
112100323013,112100321022,2
112100330233,112100321331,1
112102110011,112100323113,2
112102310001,112102121322,1
112100323130,112100323032,4
112100330201,112100323130,1
112100322133,112100323030,3
112100321333,112100323110,219
112102111022,112102111022,7
112100323100,112100323211,2
112100332000,112100321230,1
112100330021,112100330023,2
112102110011,112100332212,1
112100321213,112100323011,3
112100231013,112100231103,2
112100332002,112100321233,1
112100330302,112100330320,2
112100323113,112100323210,1
112100321330,112100321331,62
112100202220,112100202203,2
112100302020,112100302022,2
112100323023,112100323201,469
112102110123,112102110103,1
112103020213,112103020302,1
112100321221,112100321220,301
112100323013,112102110121,1
112102100203,112100323210,1
112101200132,112101023222,1
112100323101,112100323203,2
112101103332,112101113013,1
112102101002,112102101002,4
112100330322,112100332000,1
112100332200,112102111033,2
112102110123,112102110132,6
112100323031,112100321212,3
112100321320,112100321203,7
112100323120,112100213120,1
112100332123,112100332033,1
112100323310,112100323233,2
112102111302,112102110123,1
112102020220,112102020220,8
112100321221,112100323031,16
112103023211,112103023300,1
112102100312,112102101023,1
112102012332,112102012321,2
112100323031,112100323121,596
112102231230,112102231201,2
112102111210,112102111023,2
112102110012,112100323112,1
112100332012,112100332003,91
112102010202,112102001222,1
112100323123,112100321232,15
112100321233,112100321332,7
112100323201,112100321233,1
112100330223,112100321333,87
112100323121,112100332132,2
112100320302,112100321233,1
112102231212,112102033133,1
112100323003,112100320323,1
112100321210,112100323110,1
112102101212,112102101212,1
112102223211,112102223210,4
112102120031,112102102213,1
112100323100,112100323010,112
112100203330,112100203332,1
112100312330,112100312332,1
112100323013,112100323123,148
112100331330,112101220220,1
112100323233,112100323213,3
112103032102,112103030332,2
112100323222,112102100001,1
112100331321,112101222202,2
112102103100,112102103100,4
112100323012,112100322301,1
112100321102,112100321103,2
112100323012,112100323013,2804
112100323032,112100323033,289
112100323103,112100323002,11
112100202212,112100202203,2
112100323121,112100332230,1
112100313222,112100323102,2
112100321230,112100321313,10
112100332202,112102110122,1
112100323202,112100322303,1
112100323032,112100323103,5
112102120312,112102120310,3
112101222112,112101222110,41
112100323010,112100323130,4
112100321220,112100323013,8
112103100310,112103100301,1
112100323330,112100323330,2
112100321301,112100323011,1
112100323030,112100322312,1
112102011000,112102011001,1
112100321220,112100320300,1
112100332021,112100332000,1
112100321310,112100323131,1
112102132001,112102132321,1
112100321312,112100323131,3
112102102210,112102102110,1
112100321231,112100330220,1
112100330212,112100330033,1
112100321233,112100332002,1
112100321212,112100321201,4
112100321310,112100321333,1
112100323031,112100323013,3138
112100321312,112100321333,11
112103023231,112102133311,1
112100320310,112100320302,3
112100320311,112100323011,5
112100330322,112100330320,39
112100322302,112100323003,1
112103001003,112103001012,2
112100323131,112100323110,35
112100322311,112100321223,1
112100331322,112100331233,1
112102013031,112102100212,1
112100322323,112100323130,1
112100330222,112100323031,4
112101222202,112101222020,1
112100332332,112100323013,1
112101201112,112101201112,1
112100323031,112100320300,1
112100323030,112100332300,1
112100332013,112100321333,1
112103122313,112103122313,2
112100322322,112100323021,1
112100332020,112100323001,1
112100323102,112100332022,4
112100323001,112100332002,1
112100323120,112100323311,3
112100323033,112100323002,20
112100332233,112100332233,50
112100322331,112100323031,3
112100323011,112100330223,1
112100323112,112100323030,21
112102012323,112100323011,1
112100323033,112100323223,1
112102110132,112100332322,1
112102133311,112102133311,1
112102213102,112102213102,4
112100323121,112102100103,1
112100323031,112102113030,1
112102011322,112102011322,2
112102102320,112102211031,1
112100323121,112100332200,5
112102120120,112102120031,4
112102100001,112102100001,4
112100320210,112100320312,1
112100323102,112100321223,10
112100320310,112100323003,1
112100331223,112100330321,1
112100321312,112100330201,12
112100332003,112100323011,6
112100322302,112100323201,1
112100323132,112100332201,1
112100323021,112100323131,5
112100321310,112100330201,1
112102322110,112102320332,3
112100323233,112100323100,1
112100330223,112100330232,10
112100323112,112100323103,1158
112100323013,112100332132,1
112100323120,112102110123,2
112100323032,112100323212,1
112100323110,112100321331,18
112100132310,112100132301,3
112100320310,112100321221,13
112100323131,112100323112,241
112102101303,112102101302,1
112100321230,112102033133,1
112100323200,112100323010,1
112100310000,112100132212,1
112100320301,112100323003,2
112100323211,112100323130,3
112100323112,112100323033,10
112103123201,112103123202,1
112103201032,112103201032,1
112100323121,112102110121,1
112100322211,112100322210,1
112100323003,112100323021,506
112103101202,112103101202,204
112100330233,112100323011,3
112100231133,112100213223,1
112102110130,112100323013,1
112100323031,112100231011,1
112100331303,112100331200,3
112101223103,112101231110,1
112102012321,112102013002,1
112100323030,112100322332,1
112100321230,112100321311,3
112100323121,112100332020,17
112100323030,112102100203,2
112100323002,112100321320,1
112101222101,112101222132,3
112100323113,112100332202,1
112102111211,112100323010,1
112102110011,112102110132,2
112100323001,112100330222,1
112100322132,112100323103,1
112102011222,112102011223,1
112101033022,112101032131,2
112100320300,112100213023,1
112100321122,112100321122,2
112100322310,112100323030,1
112100323131,112100322133,1
112100323120,112100322311,10
112100231001,112100320133,2
112102230301,112102230301,1
112100312333,112100312331,1
112100313111,112101200130,1
112101003132,112101003132,1
112103020303,112102113232,1
112100323011,112100323012,440
112102100232,112100323021,1
112100321331,112100321232,2
112100321322,112100330232,1
112100323032,112100323030,173
112100323020,112100323202,1
112102100003,112102100003,1
112100323331,112100323233,1
112102110123,112100332212,4
112102222021,112102222021,11
112100323030,112100321231,4
112100330222,112100321322,1
112100323100,112102101021,1
112100323003,112100322102,1
112100323300,112100323130,1
112102322110,112102322110,12
112100323021,112100321333,1
112100321232,112100323102,62
112100321221,112100323021,9
112100202313,112100202313,1
112100332033,112100332201,2
112100323013,112100213023,1
112100320210,112100320212,8
112102000212,112102000232,1
112100323023,112100322322,2
112100332003,112100322313,1
112100323000,112100323010,7
112100323110,112102111032,1
112100321323,112100323010,4
112100231130,112100213313,1
112102110122,112102110122,38
112100323121,112100231133,1
112102110130,112100323121,1
112100323130,112100332003,3
112102131120,112100323011,1
112100321313,112100321323,5
112100332033,112100323130,5
112100323200,112100323132,1
112100332021,112100332032,1
112102013110,112100323202,1
112100333031,112100333120,2
112100332013,112100330232,1
112100323102,112100323113,152
112102320332,112102322110,1
112100323023,112100323003,92
112100323003,112100321322,5
112100323013,112100332200,2
112100321333,112100330202,8
112100323202,112100323200,40
112100321202,112100323003,1
112101311213,112101303031,1
112100321110,112100321110,7
112102100110,112100323002,1
112100320321,112100321202,1
112100331302,112100331303,2
112100320133,112100322330,1
112100323013,112102100103,1
112100320133,112100321232,4
112102131013,112102131013,14
112100320311,112100320133,134
112102110121,112102111200,1
112100332122,112100323131,2
112100330230,112100330322,4
112100321221,112100321312,1
112101200130,112101200132,4
112100323123,112100323001,1
112100332031,112100323112,1
112100331301,112100331303,1
112102103330,112102112200,1
112100320200,112100231130,1
112100323031,112102031110,1
112100321202,112100321221,17
112100323000,112100323211,1
112102310300,112102310300,4
112100332001,112100321323,2
112100322313,112100323012,1
112100322133,112100323103,2
112102130311,112100323123,1
112100332121,112100332121,3
112100321313,112100321131,2
112100323111,112102110123,1
112100321332,112100321233,6
112100313330,112100330120,1
112100330233,112100330330,3
112100330201,112100321321,1
112100323211,112100332201,1
112100323231,112100323102,3
112100321221,112100321322,28
112102101133,112102101303,1
112100321333,112100323112,11
112102121032,112102121023,1
112102112002,112102112003,1
112100323212,112100321231,1
112100320332,112100320332,7
112100323200,112100323211,5
112100332012,112100332011,4
112100323121,112100323123,682
112103022210,112103022212,2
112100332201,112100332011,1
112102111033,112102111300,1
112100323002,112100323120,66
112102013102,112100323121,2
112100321312,112100321300,4
112100213313,112100231011,3
112102133321,112102131303,1
112102320332,112102320332,9
112101200222,112100311333,1
112102100031,112102100021,1
112100322331,112100323021,1
112100213212,112100213203,1
112100323132,112100323130,226
112102121230,112102121212,6
112100323113,112100330203,1
112100323133,112100323031,1
112100332003,112100330330,1
112100330120,112100332003,2
112102110102,112102110300,2
112100322133,112100323033,5
112100323122,112100323122,3843
112102100130,112102100130,7
112100323233,112100323120,19
112100330201,112100330202,5
112100323113,112100321313,1
112100323113,112100332322,1
112102102110,112102213200,1
112102121111,112102121110,1
112100323032,112100322313,1
112100323231,112102120120,1
112101222132,112100332122,1
112100330233,112100323030,1
112103220101,112103221231,1
112100321332,112100323031,38
112100323013,112100332000,3
112100320311,112100323103,2
112100321222,112100323101,1
112100323211,112102110120,2
112100221310,112100221321,1
112101302032,112101302032,23
112100323201,112100321322,1
112100322310,112100322313,6
112100323101,112100321223,1
112100320311,112100323033,2
112102110121,112100332013,1
112102100110,112102100101,10
112100321021,112100320210,1
112100332021,112100323123,1
112100330201,112100322133,1
112100322101,112100322110,2
112100323102,112100330112,3
112100332003,112100323030,2
112100321302,112100323031,1
112101222020,112100323131,1
112100332002,112100321322,4
112102100111,112102100111,10
112100322030,112100323102,1
112100321311,112100321323,2
112102110131,112102110123,4
112102013031,112102012320,1
112101223103,112101232100,1
112100323003,112100322013,1
112100332000,112100332100,1
112100323013,112100330200,2
112100321020,112100323031,1
112100213232,112100231001,1
112100330201,112100323112,14
112100322102,112100323013,1
112100321321,112100321330,34
112100323102,112100323233,3
112100323110,112102100110,1
112100330202,112100321331,1
112100332201,112100323122,1
112100321323,112100330322,6
112100323021,112100323121,5
112100323121,112100332032,5
112102310001,112103202201,1
112100323122,112100231311,1
112100323033,112102013113,1
112100321231,112100321313,1
112102102222,112102031110,1
112100330210,112100323031,1
112102310300,112102132231,1
112102102320,112102102302,1
112100332032,112100332030,1
112100311031,112100313222,2
112100321333,112100321321,112
112100323022,112100321322,2
112102011001,112100232320,2
112100323011,112100321222,14
112100320131,112100321231,1
112101222133,112101222200,1
112100323120,112100323133,21
112100323132,112100323110,8
112100323033,112102013100,1
112100332000,112100330323,1
112100303133,112100303130,1
112100323111,112100323003,1
112100323023,112100322311,108
112100323003,112100321023,2
112100322233,112100322233,1
112100323123,112100323012,28
112100321321,112100330233,1
112100321230,112100330220,5
112100321330,112100323030,1
112100322110,112100323012,1
112100323122,112100323032,11
112102110120,112100323030,1
112100323032,112100323011,12
112100332132,112101222101,1
112100332210,112100332033,6
112100323100,112100321211,1
112100323012,112100330232,1
112100332021,112100332020,18
112100321321,112100321303,1
112100323102,112100323203,1
112100323031,112100330201,10
112100323211,112102101031,1
112100321233,112100323102,150
112100323111,112100323133,1
112100323233,112102101003,2
112100330223,112100330302,2
112102111020,112100323201,1
112100323011,112100323001,66
112100323033,112100323312,1
112100323103,112100330033,1
112102101031,112100323033,1
112100330323,112100330321,8
112100323120,112100321221,8
112100323103,112100321231,3
112100330230,112100323010,1
112102132231,112102123133,1
112100323203,112100323221,1
112103000033,112103000300,1
112100231011,112100213023,1
112102222033,112102222023,1
112100323233,112100321320,1
112100323230,112100323230,7
112102121322,112100323013,1
112102110120,112102110102,36
112100323301,112100332022,2
112100330330,112100321232,1
112100322311,112100323203,8
112102102210,112102102210,10
112100231120,112100231210,1
112100323120,112100323003,148
112100231121,112100320133,3
112100331022,112100331330,1
112100323010,112100322133,1
112100332201,112100332233,1
112100323211,112100323110,4
112100323201,112100323021,31
112102101032,112102101032,8
112100321331,112100321310,3
112100303232,112100303232,7
112100323110,112100323103,533
112100232320,112102011001,2
112100323112,112100321331,7
112100321321,112100321213,1
112100323102,112102100212,1
112100323320,112100323320,8
112100333120,112100323012,2
112100330120,112100330120,43
112102303011,112102132221,1
112102100030,112100323021,1
112100302113,112100300302,1
112100103200,112100103022,2
112100323010,112100323112,8
112100323001,112100323102,14
112102100030,112102011233,1
112100321331,112100330223,14
112101222221,112101222220,19
112100323102,112100330023,2
112102321212,112102321200,1
112100323033,112100321231,2
112100332122,112100323121,1
112100332032,112100332300,1
112101222112,112101222112,7
112102110120,112102110030,1
112102110121,112102110112,1
112100323311,112100323113,5
112100332221,112100332221,1
112101211302,112101202200,1
112100330231,112100321312,1
112101133021,112101123332,1
112100322330,112100322331,6
112102101003,112102101012,3
112100321121,112100321312,1
112102110012,112100332201,1
112100323002,112100323100,16
