gridkey_on,gridkey_off,count
112102120222,112102120220,4
112100320212,112100320212,20
112100321221,112100332233,1
112101231111,112101231110,62
112100322011,112100322013,1
112100323103,112100332230,1
112100323233,112100323132,1
112100321310,112100321323,1
112101222121,112100333023,1
112100323033,112100332200,1
112102013002,112100323123,1
112100323030,112100332000,1
112100323103,112102110210,1
112100323103,112100332200,5
112102120033,112102120120,1
112100330021,112100321331,1
112100321313,112100321300,1
112100321233,112100323202,1
112100332110,112100333000,1
112100132121,112100132121,2
112100321030,112100321023,1
112102110123,112100323030,1
112100321230,112100323322,1
112102020000,112102020002,11
112100323002,112100330322,1
112100330201,112100321310,2
112100312231,112100321111,1
112100323122,112100323021,23
112102122020,112102122020,4
112100311133,112100311303,5
112100323123,112100323110,26
112100330322,112100332111,3
112103023231,112103023033,1
112102102121,112102102320,1
112100321332,112100321301,1
112101222022,112100323112,1
112102100001,112100323031,1
112100323120,112103100001,1
112100313302,112100323013,1
112100330221,112100323102,2
112100321021,112100321021,659
112100321210,112100321232,8
112100323111,112100330221,1
112100132013,112100130222,1
112102110123,112102110102,2
112100332010,112100321331,1
112100323311,112100323011,1
112102122233,112102122322,2
112102013031,112102203331,1
112100323201,112100323032,70
112100332020,112100322133,1
112100321332,112100332003,1
112100323003,112100323122,28
112102303311,112102303311,4
112102111202,112102111202,2
112100330220,112100330231,2
112100231133,112100231001,1
112100323011,112100320303,1
112100323200,112100323100,3
112100302222,112100302221,1
112100323120,112100332202,6
112100320231,112100322100,1
112101023223,112101032320,1
112100132313,112100132301,1
112100332020,112100323112,7
112102121213,112102121212,1
112100312330,112100312330,16
112103023213,112102133302,1
112100323131,112100321232,4
112100323130,112100321233,2
112100330203,112100323102,5
112100321323,112100323100,79
112100323000,112100323100,3
112102311311,112103200200,2
112100321331,112100330202,1
112100321221,112100323122,1
112100323213,112102101013,1
112100322311,112100323030,20
112102211302,112102211233,1
112100321231,112100321203,6
112102111210,112100331330,1
112100323233,112102101020,1
112100321203,112100323011,3
112100231133,112100202312,1
112100330031,112100330120,1
112100321321,112100321233,3
112102112132,112102131120,1
112100323102,112100330330,2
112100321330,112100323113,3
112100323201,112100323122,3
112100322232,112100321230,1
112100332212,112100323133,1
112103201102,112103201123,1
112100323003,112100323032,28
112100323031,112102011010,1
112100323222,112100321233,1
112100323131,112100321310,1
112100323003,112102121201,1
112100331200,112100331301,1
112100321221,112100332011,1
112100323021,112100322302,1
112100330120,112100323031,1
112100323121,112100321230,18
112100332102,112100332010,2
112102110120,112100332212,3
112100323032,112102100212,1
112102102222,112102101203,1
112102120331,112102120331,1
112100323112,112102112100,1
112100322302,112100322320,2
112100321231,112100323003,11
112100321212,112100321230,571
112100323302,112100323212,3
112100231103,112100320310,1
112100332003,112100323113,76
112100323031,112100323200,63
112100311031,112100323032,1
112100323120,112100321313,11
112100321232,112102132231,1
112100321333,112100330223,93
112100323013,112101223103,1
112100322110,112100320303,1
112100321323,112100323111,14
112100322311,112100322313,20
112100332031,112100332013,2
112100323200,112100323120,4
112100323210,112100323102,2
112100323002,112100323211,1
112102112002,112100323102,1
112101222200,112100333313,5
112100323103,112102131030,1
112102111210,112102111032,3
112102102022,112102013133,1
112100330220,112100323101,1
112100332200,112100323112,1
112100323311,112100323030,2
112100330201,112100321232,2
112100323232,112100321230,2
112100231001,112100230111,1
112100332231,112102111210,1
112102231210,112102231210,1
112100323103,112100332000,22
112100323303,112100323030,3
112100321333,112100321310,1
112100322311,112100323011,5
112100323113,112100323133,12
112101023322,112101023322,1
112100323032,112100323233,2
112100323011,112102110120,1
112100321220,112100323200,1
112100213030,112100213223,1
112100323031,112102012131,1
112103222023,112103222032,1
112100323102,112100333311,1
112100321323,112100323120,15
112100323000,112100323120,4
112100333122,112100323102,1
112100330220,112100332010,2
112100323012,112100321323,9
112101201101,112101201103,6
112100323012,112100323000,20
112100323123,112100323130,78
112102101003,112102101001,1
112101222031,112100323031,1
112100323332,112102101101,3
112100322131,112100323023,3
112100323303,112100323033,25
112100321223,112100320333,2
112102110123,112102111032,1
112100320210,112100323002,1
112100323123,112100321321,2
112100323110,112100332212,5
112102101101,112100323332,1
112100321323,112100330321,2
112100320300,112100321230,1
112100323013,112100321230,313
112100323132,112100323231,1
112100321333,112100323012,24
112101222031,112101222102,1
112100323010,112100321222,7
112101222223,112101222220,2
112102100223,112102102020,1
112100323212,112100323123,4
112100321230,112100321203,112
112102101022,112100323221,1
112100321323,112100312313,1
112103100313,112101321112,1
112100321323,112100310323,1
112100323013,112100332030,4
112102113030,112100321230,1
112100321230,112100320333,2
112101222102,112101222100,1
112100332210,112100332210,39
112100332023,112100323121,2
112100323311,112100323103,9
112100323200,112100330321,1
112102110130,112102111211,1
112100321111,112100321313,2
112100323001,112100323020,3
112100330202,112100330023,1
112100322313,112100323112,1
112100332000,112100332020,1
112100332020,112100332201,1
112102110121,112100323130,1
112100321231,112100330210,1
112100321313,112100323121,10
112100332200,112100323110,3
112100323120,112100321311,1
112100323003,112102100033,1
112103120300,112103120300,1
112102111211,112102110131,1
112100321230,112100322311,2
112102110120,112102110132,4
112102213212,112102213213,1
112100323031,112100330230,1
112100332001,112100323121,2
112100323202,112100323121,1
112102110120,112102110103,2
112102033133,112100323131,1
112100323100,112100323111,14
112100330033,112100330210,1
112100330221,112100321332,7
112100330222,112100332003,2
112100321032,112100320133,1
112100330201,112100323001,2
112102110102,112102110210,1
112100330323,112100331200,1
112100323110,112100323113,24
112100321203,112100320133,2
112100231332,112100323100,1
112100332100,112100330322,25
112100323132,112100321232,2
112102110132,112102110123,9
112100321103,112100303322,1
112100320031,112100302332,1
112100322133,112100323203,4
112100213023,112100323112,1
112100213201,112100320310,1
112100323313,112100332201,1
112100330322,112100330323,118
112100231013,112100231011,4
112100323311,112100323033,3
112102102213,112102033213,1
112100323102,112100320133,42
112100323130,112100321322,10
112100331332,112101222200,1
112100333122,112100323101,1
112102132211,112103023231,1
112100323111,112100321311,1
112100323031,112100322303,5
112100323301,112100323030,2
112100333313,112100323102,2
112101222310,112101222310,2
112100323011,112100322101,1
112100323003,112100332003,4
112102020021,112102020003,1
112100321332,112100323122,17
112102101111,112102101111,1
112100321321,112100321023,1
112100320312,112100320312,23
112100323013,112100322312,2
112102033120,112102101203,1
112100323230,112100323102,2
112100331301,112100331200,1
112100333000,112100333000,6
112100323030,112100323123,57
112100321322,112100323023,8
112102110121,112100332201,4
112100323011,112100323112,54
112100321311,112100323131,4
112100323211,112100321232,2
112100323100,112100321320,54
112100323310,112100323212,2
112102100103,112102102013,1
112101330000,112101230313,1
112100332020,112100323130,3
112100323020,112100323301,1
112100323013,112102012333,1
112100330330,112100323110,1
112100320131,112100320131,40
112103033211,112103033213,6
112100323300,112100323231,5
112100323030,112100231133,1
112100230103,112100230113,1
112100302200,112100321230,1
112100330323,112100330322,123
112100323011,112100322133,1
112100321320,112100321313,1
112102100130,112102100112,1
112102302230,112102303021,1
112100332012,112100323031,3
112100330220,112100323102,1
112100323203,112100322231,3
112100332002,112100332012,16
112100332201,112100323031,3
112100323102,112100323313,3
112100321221,112100332003,2
112100321311,112100321333,9
112100322311,112100322321,1
112100323012,112100322303,1
112100323101,112100332220,1
112100323131,112100323012,15
112100321112,112100321113,1
112102101211,112102102121,1
112100323202,112100323013,9
112100332001,112100323013,1
112100321113,112100321312,2
112102013031,112100323030,1
112100330203,112100332002,1
112102111002,112102111021,1
112100323102,112100321331,21
112102101120,112100323103,1
112100321313,112100323013,17
112100330223,112100323023,1
112100323310,112100323030,2
112100033002,112100033320,1
112102132233,112102132233,4
112100323011,112100330202,1
112100312231,112100312231,1
112100231202,112100231202,1
112102102210,112102102212,2
112100323013,112100332300,1
112100323010,112100323001,225
112100330300,112100330302,2
112100323023,112100323210,7
112100323302,112100323033,11
112102221300,112102221333,1
112100330120,112100321322,1
112100323103,112100332032,4
112100323211,112100323231,26
112100321221,112100321330,3
112100320133,112100320131,85
112100323022,112100323033,7
112100323030,112100323110,39
112100321111,112100321111,17
112100323110,112100323021,5
112100321221,112100320133,14
112100332003,112100323031,13
112100331330,112100333110,2
112100332001,112100332002,11
112102102320,112102120222,1
112100323203,112100323003,4
112102110232,112102110232,1
112102100030,112100323103,1
112100333122,112102110020,1
112100323033,112100323130,23
112100321230,112100323132,2
112100321303,112100321312,3
112100320133,112100320312,2
112100321230,112100332033,1
112102101003,112100323120,1
112101223002,112100333122,1
112102111020,112102111020,2
112100321313,112100332002,2
112102231203,112102231212,1
112100332200,112102110121,5
112100323123,112102131030,1
112100323132,112102101101,1
112100323003,112100321331,10
112102102213,112102121032,1
112100323301,112100323122,18
112100323202,112100323022,3
112100213313,112100213330,1
112100213232,112100213233,3
112100332020,112100332032,1
112100322001,112100323002,1
112100332031,112100332030,41
112100323013,112100323012,3004
112100321333,112100321230,11
112100321332,112100323030,4
112101222311,112101222310,1
112100323031,112100323230,3
112102101101,112100323003,1
112100323022,112100323103,3
112102311211,112102311213,1
112102111023,112102111021,26
112103023231,112103020321,1
112102221312,112102221312,15
112100323102,112100330233,1
112100323201,112100323033,10
112101232002,112101232010,2
112100323003,112100320133,1
112100332000,112100323110,33
112100323130,112100323113,103
112100332002,112100323103,43
112100323310,112100323122,2
112100323010,112100323002,14
112100332133,112100332133,3
112100321230,112100323300,1
112100132132,112100132301,2
112102221301,112102221310,6
112100332200,112100332020,1
112100323102,112100332003,46
112100323123,112100332000,1
112102110323,112102112111,1
112100323012,112100323230,2
112100332022,112100323132,2
112100321320,112100323120,3
112100323111,112102110131,1
112100320212,112100320311,1
112100333122,112100333123,2
112102110122,112100323013,1
112100331023,112100321232,1
112100332132,112100332132,11
112100320213,112100321223,1
112102122003,112102301002,1
112100321221,112100321331,1
112100323233,112100323322,5
112100323030,112100320311,1
112100323103,112100323130,210
112100320132,112100320311,1
112100330220,112100330201,5
112100322311,112100330233,1
112100332002,112100323033,3
112100321301,112100321312,16
112100323102,112100321330,6
112100330032,112100330032,15
112103101200,112103101023,1
112100323303,112100323320,2
112100323201,112100323103,3
112100323030,112102012323,1
112102012232,112102100200,1
112100323023,112100323213,2
112100323101,112100323122,8
112100323302,112100323320,2
112102013133,112102102020,2
112100323102,112100321301,1
112100321210,112100321230,12
112100321323,112100321311,1
112101222202,112100331330,1
112100332320,112100332320,10
112100323020,112100323131,1
112100321230,112100330113,1
112102101001,112100322331,1
112102110012,112102121110,1
112102231221,112102231201,6
112100321232,112100323023,4
112100323102,112100321123,2
112100323032,112100321233,7
112100323003,112102101302,1
112100323110,112100321322,65
112100323131,112100332030,3
112100323030,112102110120,1
112102100100,112100323130,1
112102101003,112102101003,21
112100323031,112100323020,32
112100320210,112100320200,1
112100321320,112100330032,1
112100323100,112100332322,1
112100322121,112100322123,1
112100323100,112100321313,8
112100323121,112100321310,1
112100321230,112100323010,103
112100323120,112102110131,1
112100323120,112100321202,1
112102303000,112102303103,1
112100322201,112100322211,1
112102032333,112102032311,1
112100323003,112100322110,1
112103101202,112103100312,1
112102101200,112102101201,3
112100302231,112100302321,1
112100323131,112100321230,3
112103030330,112103030330,1
112100321320,112100321320,1531
112102110123,112102110301,1
112101032133,112101033022,1
112100331312,112100331321,12
112100213023,112100213023,35
112100332201,112100332022,6
112100323031,112102013110,1
112100330222,112100321331,16
112100330220,112100330232,1
112101231111,112101231111,19
112100322102,112100322100,2
112102110130,112102110122,1
112102012331,112102012332,1
112100321311,112100323101,3
112100323021,112100332023,4
112102013302,112102013302,2
112100321221,112100303233,1
112100321133,112100323121,1
112100323110,112100321312,2
112100331321,112100331332,9
112100303213,112100321221,1
112100321313,112100321332,2
112100313303,112100313302,4
112100332030,112100332033,1
112102100103,112100323123,1
112102020003,112102020003,3
112100332230,112102110121,1
112100332200,112100323123,3
112100323120,112100320310,2
112100321213,112100321322,2
112100323011,112102100103,2
112100330231,112100323103,3
112102231212,112102231203,1
112100321100,112100321103,2
112100320210,112100213223,1
112100321222,112100323000,2
112100320312,112100320303,1
112100231112,112100320000,1
112100323102,112100333031,1
112100323102,112100321213,1
112102020000,112102012113,1
112100321223,112100323010,92
112100323012,112100323020,43
112100323203,112100322322,1
112102310310,112102313011,1
112102211302,112102211302,129
112100332102,112100321333,1
112102110102,112102110120,34
112100330231,112100323030,2
112100323103,112102110311,1
112100323112,112100321233,9
112100300302,112100300300,1
112100323113,112100330322,3
112100321233,112100321323,8
112100332020,112100332000,2
112100330112,112100311031,1
112100323110,112100323031,141
112100323122,112100323203,1
112100323023,112100323100,12
112102112133,112102121213,1
112100330320,112100323110,2
112100323311,112100323122,4
112100321202,112100323100,1
112100322311,112100322132,13
112100323323,112100323323,1
112100323130,112100321223,4
112100323120,112100323120,14915
112103101202,112103100313,12
112101222101,112101222100,5
112100323003,112100323011,111
112100332203,112100323120,1
112100231001,112100323031,1
112100323011,112102110121,1
112100321233,112100323200,1
112100331221,112100331200,1
112100323130,112100332022,3
112100332003,112100332122,2
112100332230,112100332230,13
112100332001,112100330213,1
112100320033,112100320300,1
112100323120,112100323111,5
112100332002,112100332220,1
112100323331,112100323122,3
112100321332,112102100110,1
112100323001,112100323000,35
112101222202,112100333311,1
112100321333,112100321231,1
112100323013,112100322113,1
112100323111,112100321320,1
112100321323,112100321313,2
112100213023,112100231133,1
112100332032,112100332201,1
112100323101,112100332012,2
112100323202,112100323220,4
112102111031,112102111032,2
112101220332,112101222110,1
112100322102,112103020302,1
112100330112,112100132301,1
112100323121,112100323012,100
112102012331,112100323222,1
112100323003,112100322313,1
112100322331,112100322333,9
112102110210,112102110210,15
112100332313,112100332313,1
112100323123,112100332032,1
112100323001,112100323200,1
112100313303,112100330300,1
112102101031,112100323031,1
112103031230,112103031221,2
112100323303,112100323122,2
112100321201,112100321201,6
112100321221,112100323011,127
112100321220,112100320332,1
112100323100,112100321311,4
112100330230,112100330221,2
112100231130,112100320133,2
112100323113,112100332021,15
112100313321,112100323120,1
112100332202,112100323013,1
112100302033,112100302321,1
112100323122,112102100322,1
112101232100,112100323102,1
112100321313,112100330222,2
112100332300,112100332033,6
112100323201,112100323030,54
112100323002,112100322311,1
112101222121,112101232011,1
112100323030,112100322133,3
112100321322,112100332001,1
112102100033,112100323031,1
112100323013,112100330223,1
112100320310,112100323100,6
112100330233,112100321322,2
112100323103,112102112201,1
112100323120,112100321320,3
112100321320,112100330321,1
112100323221,112100323213,1
112100321330,112100321312,1
112100330322,112100323001,1
112100323302,112100323122,3
112100333103,112100331322,1
112100323103,112100321321,15
112100323233,112100323003,6
112100323013,112100323333,1
112100323111,112100323111,424
112100320123,112100320310,2
112100320133,112100320212,2
112100322331,112100322313,7
112100332000,112100323112,12
112102320032,112102231312,1
112100323131,112100321231,1
112100321311,112100323102,8
112100330200,112100330202,18
112102101110,112100323122,3
112100323202,112100322331,3
112100333200,112100332123,1
112100332002,112100323030,9
112102101321,112102131000,1
112100332001,112100330222,1
112100321301,112100323031,2
112100330120,112101033022,1
112100332201,112100323113,4
112100321320,112100320310,2
112101222200,112101222310,1
112100330220,112100321333,49
112101023221,112101023322,1
112100332010,112100332012,2
112100323213,112100323210,3
112102101011,112100323213,1
112100323022,112100323030,10
112100323201,112100323212,2
112100320311,112100323031,1
112100321332,112100323103,84
112100323013,112100332013,1
112100321230,112100312332,1
112100321131,112100321313,1
112100330223,112100332001,22
112102001321,112100322332,1
112100332030,112100332031,40
112100332202,112100323121,3
112100323203,112100323201,22
112100322311,112100323032,6
112100323013,112100321310,2
112100322311,112100322310,26
112100321230,112102011030,1
112100330321,112100323100,1
112100323011,112100323123,29
112100033320,112100033320,5
112100323102,112100323032,23
112102103223,112102103223,2
112100323110,112102110130,2
112101032320,112101120212,1
112100321330,112100321322,3
112100332200,112100332200,111
112100323030,112100323112,24
112100321210,112100321231,3
112100323111,112100323120,5
112102100103,112102100103,24
112100321332,112100323033,7
112100332200,112100332312,1
112102231201,112102231203,2
112100323202,112102100232,1
112102033020,112102032130,1
112100321303,112100321233,1
112100323122,112100323113,16
112100332023,112100323102,3
112100323112,112100333023,1
112100323023,112100323120,149
112100323003,112100323030,552
112100323033,112100322133,2
112102110131,112100323120,1
112100321230,112101232002,1
112100321332,112100321331,139
112100323301,112100332003,1
112100323221,112100323221,6
112100323103,112100323112,1174
112100230113,112100230103,1
112100332033,112100321230,1
112100321313,112100323102,38
112102021112,112102012223,1
112100322332,112102001303,1
112100322133,112100323031,2
112100323123,112102110121,1
112100332010,112100332003,36
112100323113,112100323010,2
112100213232,112100321230,1
112100332203,112100323100,1
112102020102,112102020102,2
112102232301,112102232301,7
112102100110,112102100122,1
112100323133,112100323103,3
112100332001,112100323102,3
112100323202,112100323102,3
112100330221,112100330201,1
112101222110,112100333023,1
112102101101,112102101120,1
112102100012,112102100013,2
112102101000,112102100111,1
112100330220,112100323013,1
112100332031,112100332100,1
112100322113,112100323020,3
112100323112,112102110130,1
112100323233,112102110123,1
112101033021,112101033022,1
112100323120,112100323100,252
112100323013,112100321232,234
112102110102,112100323130,1
112102101101,112102101110,6
112101232101,112101232100,1
112100332010,112100330233,3
112100320310,112100321320,1
112100322322,112102100100,7
112100323100,112100330220,5
112100321122,112100321300,1
112101023223,112101200130,1
112100323300,112100322312,1
112100323011,112100332032,2
112100323003,112100323212,1
112100321221,112100323030,5
112100321230,112100321211,13
112100320133,112100321201,4
112100330322,112100323012,2
112100321333,112100332100,1
112100322311,112100323122,2
112102120302,112102101210,1
112100330321,112100321320,1
112100320303,112100320321,1
112100332132,112100332032,1
112100323010,112100321231,5
112100321020,112100320133,87
112102330310,112102331212,1
112100332211,112100332032,1
112100330203,112100330201,9
112100323002,112100321221,4
112100321012,112100321021,1
112100323220,112102100110,2
112100323032,112100323021,68
112100323102,112100323122,123
112102012113,112100323031,1
112100231133,112100231133,1
112100323030,112100321321,1
112100323033,112100323112,28
112100323012,112102102110,1
112100321300,112100321230,7
112101232002,112101222101,1
112101302210,112101302032,2
112100323132,112100321230,2
112100323013,112100323231,6
112102111021,112102110112,1
112100323123,112100332020,2
112102121302,112102132231,1
112101120212,112101121031,1
112101311213,112101311213,5
112100322133,112100213313,1
112100321332,112100320133,3
112100323030,112100323222,1
112100323312,112100323211,3
112100332033,112100332030,2
112102101303,112100321233,1
112101302222,112101302223,1
112102101011,112102101011,2
112100323131,112102110031,1
112100322323,112100322332,1
112100321231,112100323010,4
112100323103,112100322133,1
112102210301,112102032333,1
112100323002,112100323003,2962
112103022203,112103022203,5
112100323121,112100323001,4
112100213233,112100231102,1
112102101013,112100323120,2
112100330220,112100323121,1
112103033300,112103033211,1
112100321222,112100323023,1
112100330221,112100330232,3
112100323113,112100323132,13
112100332202,112100323131,3
112102332132,112102332132,1
112100323023,112102101003,3
112100323102,112100332233,1
112102111211,112102111213,1
112100332002,112100323011,16
112100331330,112102110121,1
112102100230,112102100212,1
112100323002,112100323133,1
112100323230,112100323232,1
112100323102,112100213331,1
112103200112,112103200132,1
112100321220,112100332001,1
112100323101,112100321330,3
112100323002,112100322322,2
112103202200,112103202200,2
112100323022,112100322313,1
112100323010,112100320331,1
112100332020,112100332200,3
112100323013,112101220000,1
112100323021,112100323020,101
112100332021,112100323012,2
112100323201,112100323011,7
112100322322,112102100110,1
112102103030,112102103032,1
112102012313,112102020220,1
112101222200,112101222200,65
112100323012,112100323202,1
112100323101,112100330233,3
112100321323,112100330203,1
112100321111,112100312231,1
112100323120,112102111202,1
112102301113,112102121322,1
112100322311,112102100001,1
112100323023,112100321320,1
112100323211,112100321230,2
112100321230,112100312333,1
112100323113,112100332033,10
112100323101,112100332003,6
112100321212,112100323001,1
112100322101,112100323031,1
112100321221,112100332220,1
112100321231,112100323211,1
112100333013,112100333102,1
112102121322,112102101321,1
112100323032,112100321322,1
112102110102,112100332201,1
112100323110,112100321233,37
112100332033,112100332300,5
112100323113,112100323300,1
112100330201,112100321231,2
112100323331,112100323032,1
112100323123,112100323123,5916
112100330122,112100330201,1
112102013313,112102013312,1
112100323112,112100323031,102
112100332322,112102110011,1
112100332033,112101222103,1
112100322331,112100323030,2
112100323011,112100320131,1
112100321321,112100321223,3
112100323011,112100320312,1
112101222101,112101222311,1
112100330231,112100330330,1
112100302203,112100213233,2
112100332023,112102110011,2
112100323100,112100333122,2
112100330201,112100330033,5
112100323102,112100122331,1
112100323111,112100323100,11
112100321232,112100321323,1
112100323022,112100323011,2
112100231311,112100231330,1
112102012333,112102100300,2
112101222202,112101222201,1
112100323131,112100330323,1
112100323220,112100323033,1
112100231001,112100321233,1
112102231032,112102230301,1
112100321310,112100321122,1
112100321220,112100320313,1
112100331330,112100331320,1
112101201101,112101023223,3
112102332122,112102332011,1
112100322332,112100322323,1
112100332202,112100321333,1
112100330222,112100323030,2
112102100021,112102100031,1
112100323100,112100323210,4
112102311122,112102132233,1
112100323031,112100323202,21
112100323101,112100323032,2
112100321022,112100321022,44
112100323121,112100323231,1
112100323112,112100321312,3
112102103112,112102103112,1
112100330222,112100323103,2
112100322331,112100323033,2
112100323120,112100332210,4
112100301223,112100301223,4
112100313222,112100311301,1
112100321332,112100323011,14
112100332001,112100332010,1
112100330321,112100330321,125
112102012232,112102012232,12
112100320101,112100302230,1
112100332020,112100332020,148
112100332011,112100323031,7
112100323220,112100323030,3
112100330231,112100321331,1
112100332030,112100332021,14
112103201102,112103201100,3
112100330222,112100323033,3
112100323001,112100323023,24
112102110123,112100332012,1
112102110011,112100332233,7
112102332123,112102332011,1
112100331320,112100331320,3
112100323013,112100321222,9
112102013031,112102032130,1
112100323130,112100330023,1
112100323010,112100321230,97
112102110122,112102110012,2
112100323102,112101302032,1
112100320310,112100320310,141
112100303232,112100303213,1
112100321331,112100332020,1
112101222022,112101222022,1
112102213212,112102213032,1
112100320133,112100231133,1
112102100221,112102100221,1
112100322302,112100323120,1
112100320123,112100323100,1
112102101013,112102101013,34
112100323121,112100321232,29
112100323210,112100323013,5
112100323011,112100330200,1
112100322331,112102100100,1
112100323200,112100323210,1
112102121322,112102310300,1
112102111022,112100332212,1
112100321333,112100323002,1
112100321311,112100321332,3
112100323103,112102110120,2
112100323020,112100323013,15
112102110121,112100323123,2
112100311031,112100323033,1
112102132202,112102132200,1
112100320312,112100320311,2
112100101010,112100103200,1
112100330302,112100330223,1
112102101201,112102101201,2
112100332021,112100332013,1
112101222221,112101222221,154
112100321233,112100323023,5
112100321313,112100323101,9
112100323100,112100321133,1
112101222100,112101220323,1
112102110203,112100323132,1
112102100031,112100323021,1
112100322121,112100322121,2
112100321212,112100321232,29
112100332322,112100323101,1
112101222031,112101232011,1
112100323112,112100321322,15
112100312313,112100312121,1
112100321320,112100323100,56
112100322131,112100323020,6
112100323011,112100332000,4
112100312313,112100312313,2
112100332233,112102110100,1
112100312121,112100312121,11
112100312121,112100312313,1
112100332023,112100323101,3
112102101321,112100323013,1
112100323032,112100323031,193
112100323331,112100332003,5
112100323122,112100332022,1
112102100110,112100322133,1
112100321230,112100322231,3
112100310323,112100310323,2
112100323221,112102101003,1
112102332011,112102332011,1
112102120120,112100323103,1
112100330120,112100330112,2
112100332020,112100323123,1
112100321221,112100323033,3
112100330202,112100321312,2
112102013120,112102031000,1
112102110100,112100332033,1
112100332322,112100323331,1
112100323033,112100323110,15
112100323103,112100320311,2
112100332022,112100332021,1
112100332002,112100321331,1
112100322113,112100320332,1
112100330031,112100323011,1
112100320133,112100321022,177
112100323030,112100323130,7
112100330203,112100321333,1
112100323113,112100332031,1
112100321202,112100321202,34
112100323130,112100323233,2
112102110131,112102110131,49
112102100220,112102100220,3
112100330201,112100321230,20
112100323120,112100323213,12
112100321321,112100323113,1
112100320010,112100302202,1
112100323131,112100323002,5
112100323301,112100323032,1
112100321221,112100323103,2
112100323211,112100323312,11
112100323313,112100323123,3
112100322331,112102100110,2
112102100013,112102100102,1
112100233330,112100323200,1
112102101203,112100323100,1
112102110121,112102110121,232
112100332010,112100332011,14
112101220222,112100323103,1
112100330322,112100332013,11
112101202200,112100323110,1
112100323002,112100323201,3
112102120120,112100323033,1
112100321323,112100330220,1
112100323100,112101123023,1
112100322330,112100322303,1
112100320302,112100320133,1
112100323003,112100323033,109
112101222022,112100323123,1
112100321223,112100330322,1
112100323112,112100323021,7
112100323012,112100332213,1
112100332032,112100323112,5
112100323123,112100332200,5
112102101133,112102101311,1
112102210123,112102223120,1
112100323101,112100331203,1
112102112200,112102303110,1
112100322322,112100323030,1
112100331300,112100331303,1
112100323011,112100330211,1
112102101020,112102100131,1
112100323210,112100323121,5
112100323100,112100332202,2
112100321133,112100321333,1
112102011323,112102011322,1
112100330221,112100321333,66
112100332111,112100330322,1
112100323203,112100322311,3
112100323013,112100323001,39
112100321200,112100320133,17
112100321331,112100323123,2
112100330233,112100321233,2
112100323003,112100323103,40
112100321111,112100323100,1
112101200203,112101200203,3
112102111022,112102111023,6
112100323300,112100323312,1
112100322101,112100322102,7
112100231133,112100213023,1
112100330322,112100330223,4
112100323233,112100323303,1
112100132300,112100132132,1
112100323103,112100323110,516
112100330312,112100330231,1
112100332220,112100332202,43
112100323201,112100323023,425
112102031111,112102031111,22
112100323003,112100330230,2
112100330202,112100323102,2
112100332033,112100332033,1112
112102101000,112102101002,1
112100322311,112100323020,2
112100323123,112100323111,2
112100323132,112100323300,2
112103000033,112103000033,1
112100320232,112100322011,1
112100323031,112102100033,1
112100331321,112100333311,1
112100332010,112100332001,1
112100323031,112100321301,1
112100323233,112100323012,4
112100321233,112100202220,1
112100332011,112100323101,1
112102013100,112102013100,1
112100330233,112100330231,14
112100320133,112100321202,5
112100321222,112100323011,17
112100323002,112100323001,52
112100321321,112100330201,4
112102101013,112100323123,2
112103000002,112103000002,4
112100332003,112100330231,1
112102120222,112102102121,1
112100323132,112100323211,2
112101222221,112101222200,4
112100323232,112100323003,1
112100332100,112100332013,119
112102100220,112102100221,1
112100323121,112100323133,5
112103100310,112103100313,2
112102302223,112102213101,2
112102102212,112102102210,2
112100323121,112100322322,1
112100323102,112100323020,9
112100332002,112100323023,1
112100323122,112100323131,39
112100323200,112100323130,1
112100132131,112100132131,3
112100323030,112100322320,1
112100321230,112100213233,2
112100323022,112100323023,263
112100323122,112100321333,2
112102100210,112102100210,1
112100332023,112100323031,2
112100330333,112100330333,1
112100323132,112100323132,1148
112100323230,112100323233,3
112102120222,112102012332,1
112100332132,112100323100,1
112102033320,112102033322,1
112100321313,112100323031,13
112102330101,112102112200,1
112100321113,112100312222,1
112100323011,112100323100,1204
112100321221,112102100223,1
112102110121,112102110131,1
112100320133,112100320310,117
112100332011,112100332010,17
112100322133,112100323102,7
112100332322,112100323031,1
112102110031,112100323012,1
112100312331,112100312330,2
112100132122,112100132120,5
112101222101,112100323011,2
112102100030,112100323023,1
112100322110,112100323120,1
112100323202,112100323031,26
112100321323,112100323130,2
112100332001,112100323031,1
112102213200,112102232301,1
112100323123,112100323120,386
112100323100,112100321321,10
112102013113,112102013113,6
112100323212,112100323210,6
112100322100,112100322102,3
112100321320,112100320212,1
112100323013,112100323201,48
112102110131,112102110121,3
112100332003,112100332002,445
112100323100,112102112201,1
112100332201,112100323013,2
112100332012,112100323013,2
112100323231,112100323033,20
112100321211,112100321221,2
112100323023,112102110121,1
112100332013,112100332012,18
112100323000,112100322103,3
112100313301,112100323211,1
112102111210,112102110122,1
112100323112,112100323102,350
112100103200,112100121023,1
112100323103,112100321311,2
112100323012,112102110301,1
112100322130,112100323022,4
112100330220,112100330023,1
112100322010,112100322012,1
112100323101,112100332001,1
112100323012,112100330233,1
112100323110,112101222202,1
112100323012,112100332003,7
112102131130,112102131013,1
112100330212,112100330203,1
112100323300,112100323300,346
112100332120,112100330322,1
112100330220,112100133303,1
112100323211,112100323132,4
112102311313,112103200200,1
112100323101,112100332023,3
112100320310,112100332020,1
112100323113,112100321230,4
112100323102,112100323230,2
